公園コード,公園名,区名,地番又は住所,種別,最終開設面積（ha）,緯度,経度
1201046,植竹北公園,北区,植竹町１丁目467,街区,0.08,35.926388775,139.62305222
1201125,宮原１丁目東公園,北区,宮原町１丁目175-3,街区,0.02,35.93521098611111,139.62313714444446
1501001,上落合公園,中央区,上落合４丁目1118-1,街区,0.65,35.89294998611111,139.62317934444445
1621004,中島本杢緑地,桜区,中島２丁目183-1,都緑,0.16,35.86684,139.62319
1601024,田島１０丁目第二公園,桜区,田島１０丁目2025-6,街区,0.01,35.84025,139.62329
1201008,本郷第１公園,北区,本郷町890-1,街区,0.82,35.946757041666665,139.6233998666667
1201112,植竹１丁目公園,北区,植竹町１丁目362-3,街区,0.11,35.92527742777778,139.62346208333335
1501011,上落合北公園,中央区,上落合７丁目1003-4,街区,0.4,35.89610099722222,139.6235541861111
1531003,関東団地児童遊園地,中央区,上落合3丁目1229－1,子供,0.04,35.88851,139.62358
1201128,今羽東公園,北区,今羽町389-3,街区,0.03,35.95161926111111,139.62365493333334
1301039,上西公園,大宮区,土手町１丁目46-4,街区,0.06,35.91453,139.6237
1201077,今羽町団地中央公園,北区,今羽町477-24,街区,0.1,35.94774320833333,139.62382401944444
1201087,加茂宮公園,北区,宮原町１丁目184-24,街区,0.09,35.93623106111111,139.62388122222222
1201064,こまどり公園,北区,植竹町１丁目241,街区,0.04,35.922660324999995,139.62393230277777
1201010,仲仙道公園,北区,東大成町１丁目631-1,街区,0.1,35.920338647222216,139.62402297222224
1501028,八幡児童遊園地,中央区,上落合３丁目1177-4,街区,0.02,35.89169,139.62409
1501010,上落合９丁目公園,中央区,上落合９丁目935-11,街区,0.02,35.90108944722222,139.62432746666667
1801040,松本二丁目第一公園,南区,松本２丁目1066-79,街区,0.03,35.83563,139.62449
1601029,南元宿２丁目第一公園,桜区,南元宿２丁目1-7,街区,0.02,35.86187,139.62474
1201076,今羽町団地東公園,北区,今羽町477-27,街区,0.03,35.94875395277777,139.6247517027778
1501008,上落合七丁目公園,中央区,上落合７丁目995-4,街区,0.08,35.89715064722222,139.62476774444445
1601051,南元宿二丁目公園,桜区,南元宿２丁目17-1,街区,0.05,35.86023803611111,139.62480768333333
1201116,本郷けやき公園,北区,本郷町972-11,街区,0.04,35.94581879166666,139.62491881111112
1601035,南元宿１丁目公園,桜区,南元宿１丁目182-6,街区,0.13,35.8587,139.62497
1201127,宮原一丁目第二公園,北区,宮原町１丁目185-3,街区,0.02,35.9359,139.62502
1601021,西堀４丁目第一公園,桜区,西堀４丁目1812-11,街区,0.08,35.85008,139.6253
1201020,東植竹公園,北区,植竹町１丁目145-1,街区,0.32,35.92281152222222,139.62540981111113
1513001,与野本町駅前公園,中央区,本町東１丁目79-5,広場,0.6,35.88091,139.62567
1601015,平川戸公園,桜区,西堀４丁目1836-7,街区,0.03,35.85143115,139.62567083333334
1201097,本郷東公園,北区,本郷町2096-2,街区,0.02,35.94752,139.62569
1201091,源太郎公園,北区,植竹町１丁目345-3,街区,0.02,35.92637765,139.62572295277778
1522001,下落合環境空間緑道,中央区,下落合４丁目35-3,緑道,1.91,35.88683667222222,139.62572707777778
1201006,本郷第６公園,北区,本郷町92-1,街区,0.29,35.93882287222222,139.62576899444446
1201118,本郷北公園,北区,本郷町973-9,街区,0.05,35.94707610833333,139.62578155
1641008,中元児童遊園,桜区,南元宿２－１７,民間,0.28,35.86198,139.62638
1501030,本村西児童遊園地,中央区,下落合４丁目31-2,街区,0.03,35.88759905,139.62642068333335
1201123,本郷児童公園,北区,本郷町1064,街区,0.03,35.94559,139.62654
1822006,松本緑道,南区,松本１丁目315-2,緑道,0.25,35.83712,139.62661
1601045,南元宿仲よし公園,桜区,南元宿1丁目113-1,街区,0.18,35.85889,139.62663
1201065,植竹遊歩道公園,北区,植竹町１丁目65-2,街区,0.25,35.922638516666666,139.62672
1601034,中元公園,桜区,南元宿２丁目700-1,街区,0.1,35.86260718888889,139.62672184166667
1501006,西谷公園,中央区,下落合５丁目142-5,街区,0.09,35.88333726111111,139.6267959388889
1501015,巽児童遊園地,中央区,本町東１丁目92-1,街区,0.06,35.88026662222222,139.62682207222224
1201067,鈴浦公園,北区,植竹町１丁目102-1,街区,0.1,35.92422204444444,139.62683462500001
1601019,田島西公園,桜区,田島４丁目1589-1,街区,0.16,35.84825,139.62731
1801043,松本２丁目公園,南区,松本２丁目335-1,街区,0.18,35.8349,139.62737
1501029,小井戸児童遊園地,中央区,鈴谷９丁目385-4,街区,0.05,35.876351452777776,139.62765232222222
1201049,盆栽西公園,北区,盆栽町430,街区,0.12,35.92719,139.62781
1401071,東大宮３丁目公園,見沼区,東大宮３丁目11-6,街区,0.02,35.951990622222226,139.62798952777777
1601032,西堀四丁目第二公園,桜区,西堀４丁目786-11,街区,0.03,35.85150163611111,139.62805
1401123,東大宮３丁目ふれあい公園,見沼区,東大宮３丁目10-50,街区,0.09,35.95263125277778,139.62823341111113
1501025,本村チビッコ広場,中央区,下落合５丁目557-1,街区,0.01,35.88499,139.62827
1201052,土呂西公園,北区,土呂町１丁目36-16,街区,0.06,35.93396318055555,139.62866610555557
1501012,上落合1丁目第一公園,中央区,上落合１丁目876-3,街区,0.01,35.89222794444444,139.6288294
1501017,高沼児童遊園地,中央区,鈴谷９丁目215,街区,0.12,35.87798668888889,139.6288816277778
1201022,本郷第５公園,北区,本郷町1157-1,街区,0.3,35.94593226666667,139.62895414444446
1401106,東大宮三丁目西公園,見沼区,東大宮３丁目14-76,街区,0.01,35.95122496388889,139.629164325
1601033,西堀七丁目公園,桜区,西堀７丁目677-32,街区,0.02,35.860137630555556,139.6293240888889
1501005,鈴谷西公園,中央区,鈴谷２丁目577-1,街区,0.45,35.86851228611111,139.62980946666667
1641020,西堀七丁目児童遊園,桜区,西堀７－５,民間,0.05,35.8611,139.62992
1201050,盆栽東公園,北区,盆栽町465-1,街区,0.15,35.92878322777778,139.62999534166667
1306001,大宮公園,大宮区,高鼻町２・３・４丁目、寿能町１・２丁目、堀の内町３丁目、見沼区大和田町１丁目地内,広域,67.8,35.91894,139.63004
1622003,鴻沼緑道,桜区,西堀３丁目773,緑道,0.19,35.851499386111115,139.630047475
1201021,本郷第３公園,北区,本郷町1257-1,街区,0.36,35.94383158055555,139.63009468333334
1201073,盆栽団地公園,北区,盆栽町201-21,街区,0.03,35.92528,139.63022
1301001,山丸公園,大宮区,吉敷町１丁目120-1,街区,0.28,35.90246,139.63029
1301028,吉敷町２丁目公園,大宮区,吉敷町２丁目108-15,街区,0.02,35.900544825,139.63029835
1201082,盆栽第２公園,北区,盆栽町204-10,街区,0.01,35.9263,139.63057
1301054,大門３丁目公園,大宮区,大門町３丁目135-1,街区,0.01,35.90856,139.63065
1321001,氷川緑地,大宮区,大門町３丁目47,都緑,0.8,35.90771391944444,139.63091077222222
1201015,土呂公園,北区,土呂町１丁目42,街区,0.99,35.93477,139.63094
1201014,富士見公園,北区,土呂町１丁目13,街区,0.1,35.9318621166667,139.63113095
1501020,落合児童遊園地,中央区,下落合７丁目724,街区,0.04,35.88175,139.6312
1504001,与野中央公園,中央区,新中里４丁目1275,総合,2.15,35.87791,139.63134
1301058,一の鳥居ひろば,大宮区,吉敷町４丁目87-1,街区,0.03,35.89794084444444,139.63135639166669
1601009,日向公園,桜区,西堀９丁目185-36,街区,0.01,35.8630468,139.6314016638889
1601018,西堀９丁目第一公園,桜区,西堀９丁目251-12,街区,0.01,35.86184813333333,139.63142031666666
1301025,東町２丁目公園,大宮区,東町２丁目204-21,街区,0.04,35.910220708333334,139.63144285
1501003,鈴谷東公園,中央区,鈴谷２丁目571-1,街区,0.49,35.86828105277778,139.6315506138889
1201009,本郷第２公園,北区,本郷町1457-1,街区,0.43,35.940659886111106,139.63185902222224
1601004,田島氷川公園,桜区,田島４丁目756-1,街区,0.5,35.85048,139.63189
1421001,東大宮親水公園,見沼区,東大宮３丁目無地番,都緑,0.8,35.95097,139.63239
1601044,合野谷公園,桜区,西堀３－750－2,街区,0.16,35.851834,139.632755
1301071,ほこすぎ橋東広場,大宮区,吉敷町４丁目197－3,街区,0.03,35.89701,139.63291
1701066,上木崎１丁目西公園,浦和区,上木崎１丁目4973-6,街区,0.1,35.88822553888889,139.63321166666668
1201012,弁天西公園,北区,土呂町２丁目26,街区,0.11,35.92821567777778,139.63322575555557
1801097,四谷一丁目公園,南区,四谷１丁目417-1,街区,0.22,35.83968,139.63359
1201011,本郷第７公園,北区,本郷町1562-1,街区,0.22,35.93887770833333,139.63381556666667
1832001,秋ヶ瀬緑道,南区,別所、鹿手袋、関、桜区西堀,その他,,35.852543,139.63382
1201019,神明西公園,北区,土呂町２丁目15,街区,0.19,35.93237335277777,139.63388023055555
1601043,田島東公園,桜区,田島３丁目1268,街区,0.33,35.84588,139.63416
1401002,東北原公園,見沼区,東大宮２丁目42,街区,0.26,35.949082041666664,139.63425536944445
1501016,稲荷町児童遊園地,中央区,下落合３丁目882,街区,0.11,35.884586325,139.63431611944443
1701030,上木崎一丁目公園,浦和区,上木崎１丁目6-8,街区,0.01,35.88887546388889,139.63444040833332
1801082,関南児童公園,南区,関２丁目32-2,街区,0.17,35.84898,139.63445
1701067,上木崎１丁目東公園,浦和区,上木崎１丁目4975,街区,0.03,35.88910001944444,139.63446000555555
1301074,寿能町一丁目公園,大宮区,寿能町1丁目１３５－７,街区,0.03,35.9234709393685,139.63449775168
1841013,内谷氷川神社児童遊園,南区,内谷2丁目1509‐１,民間,0.05,35.83356667777778,139.63458451111111
1801075,関神明塚公園,南区,関１丁目146-1,街区,0.02,35.852797994444444,139.63470713888887
1201061,土呂陸橋下南公園,北区,土呂町２丁目212,街区,0.02,35.93604,139.6348
1601049,須黒稲荷公園,桜区,西堀１丁目524-1,街区,0.08,35.85616846388889,139.6348064611111
1801059,西浦和けやき公園,南区,曲本２丁目299-1,街区,0.08,35.83828590277778,139.63488368055556
1841003,関児童遊園,南区,関１－１５,民間,0.03,35.85286,139.63495
1501004,大戸公園,中央区,大戸２丁目1225-1,街区,0.78,35.864071027777776,139.63504
1201017,神明北公園,北区,土呂町１丁目85-1,街区,0.32,35.938920527777775,139.63512530555556
1801070,鹿手袋７丁目公園,南区,鹿手袋７丁目178-2,街区,0.01,35.84560571111111,139.63519822777778
1501026,大戸電建児童遊園地,中央区,大戸２丁目1198-3,街区,0.02,35.86221691388889,139.63523506666667
1602002,西堀高沼公園,桜区,西堀８丁目2019-2,近隣,1.38,35.85862,139.63541
1401003,中北原公園,見沼区,東大宮４丁目42,街区,0.21,35.951587647222226,139.635453275
1501023,大戸南児童遊園地,中央区,大戸１丁目1156-1、1157-1,街区,0.1,35.861361,139.63603495277778
1201013,大宮弁天公園,北区,土呂町２丁目42,街区,0.18,35.928784766666666,139.63610488333333
1801054,四谷公園,南区,四谷２丁目185,街区,0.1,35.84231,139.63619
1301061,高沼遊歩道ひろば,大宮区,北袋町１丁目112-2,街区,0.02,35.89375,139.63639
1301023,甚兵衛落し公園,大宮区,天沼町２丁目140,街区,0.07,35.90294165833333,139.63652309166665
1201079,土呂町２丁目公園,北区,土呂町２丁目102-13,街区,0.04,35.93821,139.63656
1301032,寿能西公園,大宮区,寿能町２丁目49-4,街区,0.02,35.91893891666666,139.6366280722222
1301021,天沼公園,大宮区,天沼町１丁目194,街区,0.05,35.90639,139.63684
1401001,堀の内公園,見沼区,東大宮２丁目15,街区,0.88,35.946179702777776,139.6369577361111
1501007,新中里公園,中央区,新中里１丁目663-54,街区,0.01,35.87274644166667,139.637076425
1531006,大戸児童遊園地,中央区,大戸3丁目1082－1,子供,0.18,35.86561,139.63737
1801080,鹿手袋第一児童公園,南区,鹿手袋４丁目556-10,街区,0.08,35.849262,139.63738
1313001,新都心東広場,大宮区,吉敷町４丁目265,広場,0.61,35.89621131388889,139.63742418055554
1201016,見沼公園,北区,土呂町２丁目83-2,街区,0.4,35.935040888888885,139.63746374166666
1301070,新都心まちかど広場,大宮区,"北袋町１丁目604-1,604-2,604-3",街区,0.07,35.894376091666665,139.63747567222222
1801068,四谷３丁目公園,南区,四谷３丁目158-4,街区,0.24,35.84062,139.63761
1801076,鹿手袋第三児童遊園,南区,鹿手袋１丁目1585-6,街区,0.13,35.85532,139.63761
1701019,針ヶ谷西公園,浦和区,針ヶ谷４丁目23-6,街区,0.08,35.87750501944444,139.6378184472222
1301069,新都心さくら広場,大宮区,"北袋町１丁目605-1,605-2,605-3",街区,0.46,35.89442,139.63795
1301020,堀の内３丁目公園,大宮区,堀の内町３丁目367,街区,0.02,35.91749,139.63796
1401004,原際公園,見沼区,東大宮４丁目11,街区,0.18,35.94845915277777,139.63805403888887
1321003,万葉親水公園,大宮区,堀の内町３丁目373,都緑,0.05,35.91771,139.63809
1301068,新都心みどり広場,大宮区,北袋町１丁目603-2,街区,0.23,35.892385552777775,139.63812414722221
1301067,吉敷町四丁目公園,大宮区,吉敷町４丁目255-7,街区,0.02,35.8953,139.63833
1201018,見晴公園,北区,土呂町２丁目49,街区,0.32,35.93043178055555,139.63837255555555
1301048,天沼１丁目公園,大宮区,天沼町１丁目180-2,街区,0.01,35.90571469166667,139.63861190277777
1301038,堀の内１丁目公園,大宮区,堀の内町１丁目182-2,街区,0.02,35.90973,139.63865
1301002,寿能公園,大宮区,寿能町２丁目１５５,街区,0.39,35.92148,139.63872
1801058,鹿手袋さくら公園,南区,鹿手袋６丁目317-6,街区,0.06,35.84577911666667,139.63877600833334
1701065,北浦和５丁目第五公園,浦和区,北浦和５丁目197-7,街区,0.01,35.87514065,139.63883536666665
1701028,針ヶ谷四丁目公園,浦和区,針ヶ谷４丁目215-3,街区,0.02,35.881512497222225,139.63889166944443
1301016,なかよし公園,大宮区,天沼町２丁目179,街区,0.06,35.9033386,139.63889811944443
1322001,高沼遊歩道,大宮区,北袋町１丁目112-2,緑道,0.56,35.89561810833333,139.6390126
1221004,見沼緑道,北区,見沼２丁目230,都緑,1.87,35.92700851944444,139.63904076944445
1302002,さいたま新都心公園,大宮区,北袋町１丁目190-24,近隣,1,35.89332,139.63905
1701045,常盤１０丁目第二公園,浦和区,常盤１０丁目174-2,街区,0.02,35.87337476111111,139.63906914444445
1501031,大戸一丁目公園,中央区,大戸１丁目3-4,街区,0.02,35.85495,139.63942
1701029,北浦和五丁目第三公園,浦和区,北浦和５丁目187-2,街区,0.02,35.876,139.63944
1401007,原中公園,見沼区,東大宮４丁目66,街区,0.16,35.95235791666667,139.63948210555554
1701034,常盤十丁目公園,浦和区,常盤１０丁目132-6,街区,0.01,35.87229,139.63952
1801081,鹿手袋第二児童公園,南区,鹿手袋４丁目469-2,街区,0.08,35.84805,139.63959
1401008,稲荷公園,見沼区,東大宮１丁目4,街区,0.14,35.94419881111111,139.63976373333333
1701046,上木崎１丁目第二公園,浦和区,上木崎１丁目4876-33,街区,0.01,35.88417633611111,139.6397960361111
1801063,鹿手袋四丁目公園,南区,鹿手袋４丁目426-3,街区,0.01,35.84752,139.64005
1701026,北浦和五丁目第一公園,浦和区,北浦和５丁目149-7,街区,0.02,35.876179505555555,139.64010166111112
1701090,北浦和五丁目第六公園,浦和区,北浦和5丁目174番5,街区,0.03,35.87469428055556,139.64021634444444
1722001,常盤緑道,浦和区,常盤６丁目117-3,緑道,0.91,35.8624022,139.64025413888888
1841006,曲本四丁目児童遊園,南区,曲本４－７,民間,0.04,35.83795,139.64049
1301057,北袋1丁目公園,大宮区,北袋町１丁目289-33,街区,0.01,35.891816319444445,139.64050054722222
1701087,上木崎２丁目第２公園,浦和区,上木崎２丁目168-13外,街区,0.03,35.89031652777778,139.640523125
1401006,築地公園,見沼区,東大宮１丁目26,街区,0.16,35.94221624444444,139.64054854444444
1701075,針ヶ谷３丁目子供広場,浦和区,針ヶ谷３丁目4-7,街区,0.09,35.8824,139.64065
1804002,別所沼公園,南区,別所４丁目1004-1,総合,7.99,35.85661,139.64084
1701071,上木崎２丁目公園,浦和区,上木崎２丁目163-24,街区,0.03,35.88998986666667,139.6408500138889
1801050,鹿手袋５丁目公園,南区,鹿手袋５丁目36-2,街区,0.01,35.84503597222223,139.64085562777777
1801088,鹿手袋ふれあい公園,南区,鹿手袋4丁目594-1,街区,0.12,35.848741188888894,139.6409478611111
1801091,野方ふれあい公園,南区,鹿手袋３丁目671-8外,街区,0.13,35.85059,139.64121
1801024,西浦和公園,南区,曲本４丁目231,街区,0.05,35.83815143611111,139.64121574444442
1305001,大和田公園,大宮区,寿能町2－519,運動,15.15,35.92154,139.64149
1401005,立山公園,見沼区,東大宮５丁目17,街区,0.14,35.945148161111106,139.64149057777777
1301026,平和台公園,大宮区,北袋町１丁目190-9,街区,0.05,35.89485834166667,139.641573875
1701010,針ヶ谷児童公園,浦和区,針ヶ谷１丁目49-2,街区,0.04,35.87970333611111,139.64170166944444
1801072,沼影２丁目第一公園,南区,沼影２丁目17-12,街区,0.02,35.839386733333335,139.64195155277778
1801092,西南さくら公園,南区,鹿手袋３丁目670-3外,街区,0.25,35.85001,139.64199
1822008,花と緑の散歩道,南区,別所５丁目422-1,緑道,1.15,35.85007,139.64213
1801055,内谷４丁目公園,南区,内谷４丁目146-2,街区,0.07,35.835425533333336,139.64220203888888
1701051,北浦和５丁目第四公園,浦和区,北浦和５丁目93-25,街区,0.01,35.874623755555554,139.64222056388888
1701032,北浦和五丁目第二公園,浦和区,北浦和５丁目16-2,街区,0.02,35.87410488333333,139.64229545277777
1401097,天神山公園,見沼区,大和田町２丁目327-6,街区,0.2,35.92986037222222,139.64231922777776
1701083,常盤八丁目第二公園,浦和区,常盤８丁目70-12,街区,0.03,35.86441,139.64232
1401033,本村公園,見沼区,東大宮１丁目78,街区,0.6,35.93964606666666,139.64238911944443
1701084,常盤八丁目第三公園,浦和区,常盤８丁目94-8,街区,0.01,35.86525,139.64242
1801061,沼影一丁目第二公園,南区,沼影１丁目321-4,街区,0.04,35.841660044444446,139.64242198888888
1701054,針ヶ谷１丁目公園,浦和区,針ヶ谷１丁目11-3,街区,0.01,35.87925721111111,139.64246050833333
1301033,北袋北公園,大宮区,北袋町２丁目9-13,街区,0.02,35.89786731666667,139.6425022472222
1801090,別所三丁目公園,南区,別所３丁目1212-5,街区,0.03,35.85282,139.64263
1801084,別所２丁目第２公園,南区,別所２丁目1226－6,街区,0.01,35.85128,139.64266
1301044,下天沼公園,大宮区,天沼町２丁目770-3,街区,0.02,35.89914075555556,139.64286210277777
1801095,別所あじさい公園,南区,別所５丁目341-1外,街区,0.24,35.84917,139.64299
1301027,ドルミ公園,大宮区,天沼町１丁目523-2,街区,0.02,35.908610302777774,139.64304105277776
1701012,常盤八丁目公園,浦和区,常盤８丁目134-1,街区,0.04,35.86657231666667,139.64311336666665
1801052,別所大里公園,南区,別所７丁目125,街区,0.05,35.845558600000004,139.64330935555554
1801096,まほら公園,南区,別所６丁目261-7,街区,0.18,35.84823,139.64331
1421002,大砂土緑地,見沼区,大和田町２丁目221-1,都緑,0.5,35.93193512777778,139.64349840555556
1701033,上木崎三丁目第二公園,浦和区,上木崎３丁目242-3,街区,0.01,35.889464302777775,139.64363018055556
1702001,浦和北公園（北浦和公園内）,浦和区,常盤９丁目199-1,近隣,1.12,35.86924,139.64365
1841005,かんのん児童遊園,南区,沼影１－６,民間,0.04,35.84367,139.64366
1701072,北浦和西公園,浦和区,北浦和５丁目2-1,街区,0.05,35.87388,139.64368
1801030,沼影二丁目公園,南区,沼影２丁目17-6,街区,0.04,35.83869,139.64368
1702002,北浦和公園,浦和区,常盤９丁目30,近隣,3.5,35.87007,139.64372
1801074,内谷５丁目公園,南区,内谷５丁目144-3,街区,0.01,35.83337,139.64372
1701021,上木崎三丁目第一公園,浦和区,上木崎３丁目253-6,街区,0.02,35.8881,139.64379
1701069,常盤7丁目公園,浦和区,常盤７丁目137-1,街区,0.04,35.86702176388889,139.64393638055554
1701060,針ヶ谷３丁目公園,浦和区,針ヶ谷３丁目107-5,街区,0.01,35.88414932777778,139.64399983055554
1801035,別所二丁目公園,南区,別所２丁目2021-6,街区,0.03,35.850623097222226,139.64417743333334
1301063,北袋ふれあい公園,大宮区,北袋町２丁目158,街区,0.15,35.89542616944444,139.64417869166667
1402001,東大宮中央公園,見沼区,東大宮５丁目42-1,近隣,1.5,35.94898,139.64439
1801094,内谷南口公園,南区,内谷５丁目182,街区,0.12,35.83081171944445,139.64442900555554
1701081,上木崎大けやき公園,浦和区,上木崎４丁目73-2,街区,0.36,35.884878533333335,139.64476001111112
1801046,沼影１丁目公園,南区,沼影１丁目198-3,街区,0.02,35.84220245555556,139.64480683055555
1301051,北袋町２丁目公園,大宮区,北袋町２丁目336-2,街区,0.01,35.892960527777774,139.64484707777777
1801071,内谷４丁目第二公園,南区,内谷４丁目230-2,街区,0.01,35.835952411111116,139.64491116944444
1401022,登戸公園,見沼区,東大宮７丁目38,街区,0.25,35.94470472222222,139.64491436944445
1821003,武蔵浦和駅西口緑地,南区,別所７丁目242-1,都緑,0.11,35.84685005555556,139.64497285277778
1301008,北袋公園,大宮区,北袋町２丁目401-2,街区,0.1,35.89111,139.64508
1301050,北袋天神公園,大宮区,北袋町２丁目229-23,街区,0.01,35.89423203333333,139.64512598055555
1813001,武蔵浦和駅西口広場,南区,沼影１丁目436-2,広場,0.07,35.8443,139.64518
1701027,鹿島台公園,浦和区,仲町４丁目55-9,街区,0.05,35.86000668611111,139.64524589166666
1321004,天沼緑地,大宮区,天沼町１丁目676-1,都緑,2.29,35.910211,139.645467
1701039,上木崎足立神社公園,浦和区,上木崎５丁目280-38,街区,0.43,35.88971291944444,139.64588600833332
1802001,沼影公園,南区,沼影２丁目104,近隣,2.42,35.84009,139.64598
1801087,別所中央公園,南区,別所2丁目1602-1,街区,0.09,35.85143615277778,139.64639230833333
1701050,針ヶ谷２丁目第一公園,浦和区,針ヶ谷２丁目146-2,街区,0.01,35.882277755555556,139.6463989388889
1701073,北浦和東部児童遊園,浦和区,北浦和２丁目108,街区,0.03,35.87913792222222,139.646487
1801041,内谷七丁目第一公園,南区,内谷７丁目350-2,街区,0.01,35.83367782777778,139.6466217
1741009,足立神社児童遊園,浦和区,上木崎５－１１,民間,0.05,35.88902,139.64668
1401032,砂中央公園,見沼区,東大宮７丁目42,街区,0.84,35.94036237222222,139.64669873055556
1401011,大宮大原公園,見沼区,東大宮６丁目12,街区,0.25,35.952464761111116,139.64678555833333
1701006,常盤児童公園,浦和区,常盤９丁目10-2,街区,0.05,35.86692,139.6469
1801048,内谷６丁目第一公園,南区,内谷６丁目326-2,街区,0.02,35.83738759444444,139.6469130972222
1701058,上木崎５丁目公園,浦和区,上木崎５丁目289-8,街区,0.01,35.88975152222222,139.64723638055554
1401137,南中丸ひだまり広場,見沼区,大字南中丸145-1,街区,0.09,35.91621,139.64727
1401122,南中丸西公園,見沼区,大字南中丸112-8,街区,0.02,35.91458,139.64732
1701057,針ヶ谷二丁目第二公園,浦和区,針ヶ谷２丁目155-3,街区,0.01,35.881816711111114,139.64737965277777
1303001,合併記念見沼公園,大宮区,天沼町１丁目941-1,地区,3.95,35.90573,139.64748
1401059,南中丸公園,見沼区,大字南中丸101-25,街区,0.02,35.912988255555554,139.6478106472222
1701055,北浦和東公園,浦和区,北浦和２丁目162-1,街区,0.16,35.87888371388889,139.64783
1401130,大和田２丁目第一公園,見沼区,大和田町２丁目1553-64,街区,0.02,35.93603924722222,139.647876275
1401092,高井公園,見沼区,大字南中丸110-47,街区,0.01,35.91407,139.64804
1722005,常盤５丁目緑道,浦和区,常盤５丁目81-1,緑道,0.02,35.86616,139.64808
1301004,芝川公園,大宮区,堀の内町２丁目612,街区,0.18,35.91141,139.64809
1701082,領家立野公園,浦和区,領家６丁目139-9,街区,0.21,35.88022,139.64817
1401038,道半山北公園,見沼区,大字南中野740,街区,0.13,35.91504236388889,139.64825681388888
1701074,領家立野子供広場,浦和区,領家７丁目44-13,街区,0.05,35.8835,139.64826
1701037,常盤五丁目公園,浦和区,常盤５丁目81-50,街区,0.03,35.86524715555556,139.64830367222223
1401029,北山公園,見沼区,大和田町２丁目1439-1,街区,0.19,35.93133198333333,139.64854201944445
1401099,道半山公園,見沼区,大字南中野722-26,街区,0.01,35.91404400555555,139.64858101388887
1701077,領家６丁目公園,浦和区,領家６丁目139-8,街区,0.02,35.88022,139.64859
1401060,けやき公園,見沼区,島町433-9,街区,0.02,35.94699906944444,139.64880893333333
1401010,一本松公園,見沼区,東大宮６丁目61-1,街区,0.25,35.94807594722222,139.6488471111111
1401012,中原公園,見沼区,丸ヶ崎町23,街区,0.22,35.95549454166667,139.64938803333334
1401020,上ノ台公園,見沼区,堀崎町1432,街区,0.32,35.94336253333333,139.64943743333333
1701015,皇山第一公園,浦和区,上木崎７丁目758-24,街区,0.05,35.89065788888889,139.6500377861111
1801062,白幡五丁目公園,南区,白幡５丁目1474-2,街区,0.01,35.84484,139.65023
1401009,藁田島公園,見沼区,東大宮６丁目42,街区,0.81,35.951779655555555,139.65035319444445
1422002,堀崎町緑道,見沼区,堀崎町地内,緑道,0.19,35.93807,139.65056
1401103,堀崎北公園,見沼区,堀崎町1122-5,街区,0.02,35.94284,139.65061
1722002,岸町緑道（１）,浦和区,岸町６丁目110-18,緑道,0.15,35.853802305555554,139.6507521861111
1702003,常盤公園,浦和区,常盤１丁目165-1,近隣,0.97,35.86219,139.65091
1401053,堀崎団地第１公園,見沼区,堀崎町1142-3,街区,0.05,35.94145238333333,139.65100035833333
1822001,白幡緑道,南区,白幡３丁目640-3,緑道,0.24,35.84711,139.65101
1401030,堀崎中央公園,見沼区,堀崎町736-1,街区,0.79,35.93743,139.65111
1722006,元町緑道,浦和区,元町３丁目21-2,緑道,0.12,35.8744878,139.65113155
1401098,中川西公園,見沼区,大字中川802-5,街区,0.01,35.90761130833333,139.65120875833333
1401082,南新田公園,見沼区,大和田町１丁目1275-4,街区,0.04,35.92539901666667,139.6512358
1401054,堀崎団地第２公園,見沼区,堀崎町1200-69,街区,0.04,35.94102,139.65131
1401083,八幡公園,見沼区,大字南中丸296-4,街区,0.01,35.91775330555555,139.651319475
1801067,内谷橋公園,南区,内谷６丁目385-4,街区,0.26,35.83640098888889,139.65150890833334
1701070,元町３丁目公園,浦和区,元町３丁目180-1,街区,0.08,35.87534528055556,139.6515114388889
1701068,大原テニス公園,浦和区,大原２丁目1-1,街区,0.33,35.88978983611111,139.6515971638889
1701025,皇山第二公園,浦和区,上木崎７丁目624-2,街区,0.02,35.88895806111111,139.65164281666668
1401013,有無公園,見沼区,丸ヶ崎町42,街区,0.2,35.95731613611111,139.6517020138889
1701018,道美木公園,浦和区,大原２丁目245,街区,0.06,35.892651683333334,139.6517207777778
1401046,大和田東公園,見沼区,大和田町１丁目1230-92,街区,0.05,35.924621699999996,139.651946575
1701056,本太三丁目公園,浦和区,本太３丁目189-13,街区,0.01,35.86737691388889,139.65195309444445
1401079,新田南公園,見沼区,大字深作209-6,街区,0.05,35.95121465277778,139.65210363055556
1701004,浦和中央公園,浦和区,仲町２丁目12-3,街区,0.16,35.85866,139.65224
1701038,領家二丁目公園,浦和区,領家２丁目1198-1,街区,0.14,35.87577,139.65238
1401088,新田中公園,見沼区,大字深作222-13,街区,0.01,35.951699250000004,139.6524295388889
1701002,仲町公園,浦和区,仲町２丁目141-4,街区,0.05,35.86143,139.65251
1701043,三角稲荷公園,浦和区,本太３丁目112-2,街区,0.02,35.86648328333334,139.65282472500002
1701003,岸町公園,浦和区,岸町５丁目109,街区,0.05,35.851956811111116,139.65284636111113
1402004,堀崎公園,見沼区,堀崎町12-1,近隣,2.67,35.93651,139.65309
1401127,西通公園,見沼区,丸ヶ崎土地区画整理事業地内,街区,0.1,35.95891,139.65314
1401087,三番関公園,見沼区,島町606-3,街区,0.28,35.94672750833333,139.65350687777777
